ID	NAME	SECONDARY ID	FORMULA	MASS	SMILES	PDB ACCESSION
CHEBI:65568	calotropone		C28H36O6	468.58180	[H][C@]12C[C@@H](OC(=O)c3ccccc3)[C@]3(C)[C@@](O)(CC[C@]3(O)[C@]1([H])CC=C1C[C@@H](O)CC[C@]21C)C(C)=O		
CHEBI:65603	caudatin-3-O-beta-cymaropyranoside		C35H54O10	634.79730	[H][C@@]1(C[C@H](OC)[C@H](O)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)C(C1)=CC[C@]1(O)[C@]2([H])C[C@@H](OC(=O)\C=C(/C)C(C)C)[C@]2(C)[C@@](O)(CC[C@]12O)C(C)=O		
CHEBI:65620	3beta-[(beta-D-glucopyranosyl)oxy]-17alpha-hydroxy-16beta-[(O-(2-O-3,4,5-trimethoxybenzoyl-beta-D-xylopyranosyl)-(1->3)-2-O-acetyl-alpha-L-arabinopyranosyl)oxy]cholest-5-en-22-one		C55H82O22	1095.22640	[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3OC(=O)c3cc(OC)c(OC)c(OC)c3)[C@H]2OC(C)=O)[C@]1(O)[C@@H](C)C(=O)CCC(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:65621	3beta-[(beta-D-glucopyranosyl)oxy]-17alpha-hydroxy-16beta-[(O-(2-O-3,4-dimethoxybenzoyl-beta-D-xylopyranosyl)-(1->3)-2-O-acetyl-alpha-L-arabinopyranosyl)oxy]cholest-5-en-22-one		C54H80O21	1065.20040	[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3OC(=O)c3ccc(OC)c(OC)c3)[C@H]2OC(C)=O)[C@]1(O)[C@@H](C)C(=O)CCC(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:65622	3beta-[(beta-D-glucopyranosyl)oxy]-17alpha-hydroxy-16beta-[(O-beta-D-xylopyranosyl)-(1->3)-2-O-acetyl-alpha-L-arabinopyranosyloxy]cholest-5-en-22-one		C45H72O18	901.04240	[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]2OC(C)=O)[C@]1(O)[C@@H](C)C(=O)CCC(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:65623	3beta-[(O-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranosyl)oxy]-17alpha-hydroxy-16beta-[(O-(2-O-3,4-dimethoxybenzoyl-beta-D-xylopyranosyl)-(1->3)-2-O-acetyl-alpha-L-arabinopyranosyl)oxy]cholest-5-en-22-one		C60H90O26	1227.34100	[H][C@@]1(O[C@H]2CC[C@@]3(C)C(C2)=CC[C@]2([H])[C@]3([H])CC[C@@]3(C)[C@@]2([H])C[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4OC(=O)c4ccc(OC)c(OC)c4)[C@H]2OC(C)=O)[C@]3(O)[C@@H](C)C(=O)CCC(C)C)O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:65624	3beta-[(O-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranosyl)oxy]-17alpha-hydroxy-16beta-[(O-(2-O-3,4,5-trimethoxybenzoyl-beta-D-xylopyranosyl)-(1->3)-2-O-acetyl-alpha-L-arabinopyranosyl)oxy]cholest-5-en-22-one		C61H92O27	1257.36700	[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3OC(=O)c3cc(OC)c(OC)c(OC)c3)[C@H]2OC(C)=O)[C@]1(O)[C@@H](C)C(=O)CCC(C)C)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:65625	3beta-[(O-beta-D-glucopyranosyl-(1->4)-O-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranosyl)oxy]-17alpha-hydroxy-16beta-[(O-(2-O-3,4-dimethoxybenzoyl-beta-D-xylopyranosyl)-(1->3)-2-O-acetyl-alpha-L-arabinopyranosyl)oxy]cholest-5-en-22-one		C66H100O31	1389.48160	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1[C@@H](CO)O[C@@H](OC[C@H]2O[C@@H](O[C@H]3CC[C@@]4(C)C(C3)=CC[C@]3([H])[C@]4([H])CC[C@@]4(C)[C@@]3([H])C[C@H](O[C@@H]3OC[C@H](O)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5OC(=O)c5ccc(OC)c(OC)c5)[C@H]3OC(C)=O)[C@]4(O)[C@@H](C)C(=O)CCC(C)C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O		
CHEBI:65626	3beta-[(O-beta-D-glucopyranosyl-(1->4)-O-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranosyl)oxy]-17alpha-hydroxy-16beta-[(O-(2-O-3,4,5-trimethoxybenzoyl-beta-D-xylopyranosyl)-(1->3)-2-O-acetyl-alpha-L-arabinopyranosyl)oxy]cholest-5-en-22-one		C67H102O32	1419.50760	[H][C@]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O[C@@H]1[C@@H](CO)O[C@@H](OC[C@H]2O[C@@H](O[C@H]3CC[C@@]4(C)C(C3)=CC[C@]3([H])[C@]4([H])CC[C@@]4(C)[C@@]3([H])C[C@H](O[C@@H]3OC[C@H](O)[C@H](O[C@@H]5OC[C@@H](O)[C@H](O)[C@H]5OC(=O)c5cc(OC)c(OC)c(OC)c5)[C@H]3OC(C)=O)[C@]4(O)[C@@H](C)C(=O)CCC(C)C)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H]1O		
CHEBI:65627	3beta-[(O-beta-D-glucopyranosyl-(1->4)-O-beta-D-glucopyranosyl-(1->6)-beta-D-glucopyranosyl)oxy]-17alphahydroxy-16beta-[(O-(3-O-3,4-dimethoxybenzoyl-beta-D-xylopyranosyl)-(1->3)-2-O-acetyl-alpha-L-arabinopyranosyl)oxy]cholest-5-en-22-one		C66H100O31	1389.48160	[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](OC(=O)c4ccc(OC)c(OC)c4)[C@H]3O)[C@H]2OC(C)=O)[C@]1(O)[C@@H](C)C(=O)CCC(C)C)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:65629	16beta-[(O-(2-O-(E)-cinnamoyl-beta-D-xylopyranosyl)-(1->2)-2-O-acetyl-alpha-L-arabinopyranosyl)oxy]-3beta-[(beta-D-glucopyranosyl)oxy]-17alpha-hydroxycholest-5-en-22-one		C54H78O19	1031.18570	[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])C[C@H](O[C@@H]2OC[C@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3OC(=O)\C=C\c3ccccc3)[C@H]2OC(C)=O)[C@]1(O)[C@@H](C)C(=O)CCC(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:65657	convallasaponin A		C44H72O18	889.03170	[H][C@]1(OC[C@@H](O)[C@H](O)[C@H]1O)O[C@H]1[C@H](O)[C@@H](C)O[C@@]([H])(O[C@@H]2C[C@H](O)C[C@@]3([H])CC[C@]4([H])[C@]([H])(CC[C@@]5(C)[C@@]4([H])C[C@]4([H])O[C@]6(CC[C@H](C)CO6)[C@@H](C)[C@]54O)[C@@]23C)[C@@H]1O[C@]1([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:65677	3beta-[(O-beta-D-glucopyranosyl-(1->3)-4,6-dideoxy-2-O-methyl-beta-D-gulopyranosyl)]-5beta,14beta-dihydroxy-19-oxocard-20(22)enolide		C36H54O14	710.80560	[H][C@@]1(CC[C@]2(O)[C@]3([H])CC[C@]4(O)C[C@H](CC[C@]4(C=O)[C@@]3([H])CC[C@]12C)O[C@@H]1O[C@H](C)C[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1OC)C1=CC(=O)OC1		
CHEBI:65734	7,8-dehydrocerberin		C32H46O9	574.70220	[H][C@]12CC=C3[C@]([H])(CC[C@]4(C)[C@]([H])(CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](OC)[C@@H]1OC(C)=O		
CHEBI:65752	6beta,16beta-diacetoxy-25-hydroxy-3,7-dioxy-29-nordammara-1,17(20)-dien-21-oic acid		C33H46O9	586.71290	[H][C@@]12CC[C@@]3([H])[C@@]4(C)C=CC(=O)[C@@H](C)[C@]4([H])[C@H](OC(C)=O)C(=O)[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCCC(C)(C)O)C(O)=O		
CHEBI:65825	elaeodendroside B		C29H40O8	516.62310	[H][C@@]12C[C@@]3(C)C(CC[C@]4([H])[C@]3([H])CC[C@]3(C)[C@H](CC[C@]43O)C3=CC(=O)OC3)=C[C@@]1([H])O[C@]1([H])OCC[C@H](OC)[C@]1(O)O2		
CHEBI:65826	elaeodendroside F		C31H42O10	574.65920	[H][C@@]12C[C@@]3(C)C(CC[C@]4([H])[C@]3([H])CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)=C[C@@]1([H])O[C@]1([H])OCC[C@H](OC)[C@]1(O)O2		
CHEBI:65827	elaeodendroside G		C31H42O10	574.65920	[H][C@@]12C[C@@]3(C)C(CC[C@]4([H])[C@]3([H])CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)=C[C@@]1([H])O[C@]1([H])OCC[C@@H](OC)[C@]1(O)O2		
CHEBI:65828	elaeodendroside T		C32H44O10	588.68580	[H][C@@]12C[C@@]3(C)C(CC[C@]4([H])[C@]3([H])CC[C@]3(C)[C@H]([C@H](C[C@]43O)OC(C)=O)C3=CC(=O)OC3)=C[C@@]1([H])O[C@]1([H])O[C@H](C)C[C@@H](OC)[C@]1(O)O2		
CHEBI:65829	elaeodendroside U		C29H40O9	532.62250	[H][C@]1(OCC[C@H](OC)[C@@H]1O)O[C@@H]1C=C2CC[C@]3([H])[C@]([H])(CC(=O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]2(C)C[C@H]1O		
CHEBI:65830	elaeodendroside V		C35H54O16	730.79370	[H][C@@]1(O[C@H]2CC[C@]3(CO)[C@@]4([H])[C@H](O)C[C@]5(C)[C@]([H])(CC[C@]5(O)[C@]4([H])CC[C@]3(O)C2)C2=CC(=O)OC2)O[C@H](C)[C@@H](O[C@]2([H])O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O		
CHEBI:65831	elaeodendroside W		C35H52O16	728.77780	[H][C@@]1(O[C@H]2CC[C@]3(C=O)[C@@]4([H])[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@]4([H])CC[C@]3(O)C2)C2=CC(=O)OC2)O[C@H](C)[C@@H](O[C@]2([H])O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O		
CHEBI:65855	16,23-epoxy-5beta-cholestane triglycoside		C45H74O17	887.05890	[H][C@]1(O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@]1([H])O[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@]1([H])O[C@H]1CC[C@@]2(C)[C@]([H])(CC[C@]3([H])[C@]2([H])CC[C@@]2(C)[C@@]3([H])C[C@]3([H])O[C@@H](C=C(C)C)[C@H](O)[C@@H](C)[C@]23[H])C1		
CHEBI:65901	floribundasaponin A		C33H52O9	592.76060	[H][C@@]1(O[C@H]2CC[C@@]3(C)C(C2)=CC[C@]2([H])[C@]3([H])CC[C@@]3(C)[C@@]2([H])C[C@]2([H])O[C@]4(CC[C@@H](C)CO4)[C@@H](C)[C@]32O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:66144	kidjoranin-3-O-alpha-diginopyranosyl-(1->4)-beta-cymaropyranoside		C44H62O13	798.95530	[H][C@@]1(C[C@H](OC)[C@H](O[C@@]2([H])C[C@H](OC)[C@H](O)[C@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)C(C1)=CC[C@]1(O)[C@]2([H])C[C@@H](OC(=O)\C=C\c2ccccc2)[C@]2(C)[C@@](O)(CC[C@]12O)C(C)=O		
CHEBI:66145	kidjoranin-3-O-beta-digitoxopyranoside		C36H48O10	640.76030	[H][C@@]1(C[C@H](O)[C@H](O)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)C(C1)=CC[C@]1(O)[C@]2([H])C[C@@H](OC(=O)\C=C\c2ccccc2)[C@]2(C)[C@@](O)(CC[C@]12O)C(C)=O		
CHEBI:66192	tanghinin		C32H46O10	590.710	C1[C@H](O[C@@]2(O[C@H]([C@@H]([C@H]([C@@H]2OC(C)=O)OC)O)C)[H])C[C@]3([H])[C@@](C1)(C)[C@]4(CC[C@@]5(C)[C@]([C@@]64[C@@H](O6)C3)(O)CC[C@@H]5C7=CC(=O)OC7)[H]		
CHEBI:66193	deacetyltanghinin		C30H44O9	548.673	C1[C@H](O[C@@H]2O[C@H]([C@@H]([C@H]([C@@H]2O)OC)O)C)C[C@]3([H])[C@@](C1)(C)[C@]4(CC[C@@]5(C)[C@]([C@@]64[C@@H](O6)C3)(O)CC[C@@H]5C=7COC(=O)C7)[H]		
CHEBI:66259	torvoside H		C45H74O18	903.05830	[H][C@]12C[C@@]3([H])[C@]4([H])C[C@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)[C@H]5O)[C@@]5([H])CC(=O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@](O)(CC[C@H](C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)O2		
CHEBI:66325	tubocapsanolide A		C28H36O6	468.58180	[H][C@@]1(CC(C)=C(C)C(=O)O1)[C@@H](C)[C@@]12O[C@]1([H])C[C@@]1([H])[C@]3([H])C[C@@]4([H])O[C@]44[C@@H](O)C=CC(=O)[C@]4(C)[C@@]3([H])CC[C@]21C		
CHEBI:66326	20-hydroxytubocapsanolide A		C28H36O7	484.58120	CC1=C(C)C(=O)O[C@H](C1)[C@](C)(O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3C[C@H]4O[C@]44[C@@H](O)C=CC(=O)[C@]4(C)[C@H]3CC[C@]21C		
CHEBI:66327	23-hydroxytubocapsanolide A		C28H36O7	484.58120	C[C@H]([C@@H]1OC(=O)C(C)=C(C)[C@@H]1O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3C[C@H]4O[C@]44[C@@H](O)C=CC(=O)[C@]4(C)[C@H]3CC[C@]21C		
CHEBI:66328	tubocapsanolide F		C28H38O6	470.59770	[H][C@@]1(CC(C)=C(C)C(=O)O1)[C@@H](C)[C@@]1(O)CC[C@@]2([H])[C@]3([H])C[C@@]4([H])O[C@]44[C@@H](O)C=CC(=O)[C@]4(C)[C@@]3([H])CC[C@]12C		
CHEBI:66329	17alpha-hydroxywithanolide D		C28H38O7	486.59710	CC1=C(C)C(=O)O[C@H](C1)[C@](C)(O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H]4O[C@]44[C@@H](O)C=CC(=O)[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:66487	sinularia glycoside		C36H58O8	618.84090	[H][C@]1(O[C@@H](C)[C@@H](OC(C)=O)[C@@H](O)[C@@H]1O)O[C@H]1CC[C@@]2(C)C(C1)=C[C@H](O)[C@]1([H])[C@]2([H])CC[C@@]2(C)[C@@]1([H])C[C@H](O)[C@]2([H])[C@H](C)CCC(=C)C(C)C		
CHEBI:66499	yuccalan		C39H64O15	772.91650	[H][C@@]1(OC[C@H]2O[C@@]([H])(O[C@H]3CC[C@@]4(C)[C@]([H])(C3)[C@@H](O)C[C@]3([H])[C@]4([H])CC[C@@]4(C)[C@@]3([H])C[C@]3([H])O[C@]5(CC[C@@H](CO)CO5)[C@@H](C)[C@]43[H])[C@H](O)[C@@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:66504	zhankuic acid B		C29H42O5	470.64080	[H][C@@]1(CC[C@@]2([H])C3=C(C(=O)C[C@]12C)[C@@]1(C)CC[C@@H](O)[C@@H](C)[C@]1([H])CC3=O)[C@H](C)CCC(=C)C(C)C(O)=O		
CHEBI:66505	zhankuic acid C		C29H42O6	486.64020	[H][C@@]1(CC[C@@]2([H])C3=C(C(=O)[C@H](O)[C@]12C)[C@@]1(C)CC[C@@H](O)[C@@H](C)[C@]1([H])CC3=O)[C@H](C)CCC(=C)C(C)C(O)=O		
CHEBI:66665	mannioside A		C39H62O13	738.90180	[H][C@@]1(CC[C@@]2(C)C(C1)=CC[C@]1([H])[C@]2([H])CC[C@@]2(C)[C@@]1([H])C[C@]1([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]21O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@]([H])(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)[C@H]1O		
CHEBI:67171	cortistatin A		C30H36N2O3	472.61840	[H][C@@]12CC[C@H](c3ccc4ccncc4c3)[C@@]1(C)CC=C1C=C3[C@@H](O)[C@H](O)[C@H](C[C@]33CC[C@]21O3)N(C)C		
CHEBI:67173	cortistatin B		C30H36N2O4	488.61780	[H][C@@]12C[C@H](O)[C@H](c3ccc4ccncc4c3)[C@@]1(C)CC=C1C=C3[C@@H](O)[C@H](O)[C@H](C[C@]33CC[C@]21O3)N(C)C		
CHEBI:67174	cortistatin C		C30H34N2O4	486.60200	[H][C@@]12CC(=O)[C@H](c3ccc4ccncc4c3)[C@@]1(C)CC=C1C=C3[C@@H](O)[C@H](O)[C@H](C[C@]33CC[C@]21O3)N(C)C		
CHEBI:67175	cortistatin D		C30H34N2O5	502.60140	[H][C@@]12CC(=O)[C@](O)(c3ccc4ccncc4c3)[C@@]1(C)CC=C1C=C3[C@@H](O)[C@H](O)[C@H](C[C@]33CC[C@]21O3)N(C)C		
CHEBI:67286	7-deacetyl-7-benzoylepoxyazadiradione		C33H36O6	528.645	[C@]123[C@](C(=O)[C@]([C@@]1(CC[C@@]4([C@]5(C=CC(C([C@@]5(C[C@H]([C@@]24C)OC(=O)C6=CC=CC=C6)[H])(C)C)=O)C)[H])C)(C7=COC=C7)[H])([H])O3		
CHEBI:67560	paraminabeolide A		C28H36O4	436.58300	C[C@@H]([C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C=O)[C@H]1CC(C)=C(C)C(=O)O1		
CHEBI:67561	paraminabeolide B		C30H42O5	482.65150	C[C@@H]([C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12COC(C)=O)[C@H]1C[C@H](C)[C@H](C)C(=O)O1		
CHEBI:67562	paraminabeolide C		C30H42O6	498.65090	C[C@H]([C@H](O)[C@@H]1OC(=O)[C@H](C)[C@H]1C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12COC(C)=O		
CHEBI:67563	paraminabeolide D		C28H40O4	440.61480	C[C@H]([C@H](O)[C@@H]1OC(=O)[C@H](C)[C@@H]1C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:67564	paraminabeolide E		C28H40O4	440.61480	C[C@H]([C@H](O)[C@@H]1OC(=O)[C@@H](C)[C@@H]1C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:67566	minabeolide 1		C28H38O3	422.59950	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@H]1CC(C)=C(C)C(=O)O1		
CHEBI:67567	minabeolide 2		C30H40O5	480.63560	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12COC(C)=O)[C@H](C)[C@H]1CC(C)=C(C)C(=O)O1		
CHEBI:67568	minabeolide 4		C27H38O3	410.58880	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@H]1CC[C@H](C)C(=O)O1		
CHEBI:67586	fruticoside C		C35H56O8	604.81430	CC(C)C(=C)CC[C@H]([C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]12C)C(O)=O		
CHEBI:67587	fruticoside D		C37H58O9	646.85100	CC(C)C(=C)CC[C@H]([C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)[C@@H](C[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O)C(O)=O		
CHEBI:67588	fruticoside E		C37H58O9	646.85100	CC(C)C(=C)CC[C@H]([C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](C[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O)C(O)=O		
CHEBI:67589	fruticoside F		C37H58O8S	662.91700	CC(C)C(=C)CC[C@H]([C@H]1CC[C@H]2C3=CC[C@H]4[C@H](C)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]5O)[C@@H](C[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O)C(S)=O		
CHEBI:67591	zizyberanalic acid		C30H46O4	470.68380	CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)[C@H](C=O)[C@@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O		
CHEBI:67986	ginsenoside Rf	CHEBI:5360	C42H72O14	801.01270	CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:67987	ginsenoside Rg1	CHEBI:5361	C42H72O14	801.01270	[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@](C)(CCC=C(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:68383	stigmasterol 3-O-beta-D-glucoside		C35H58O6	574.83140	[H][C@@]1(O[C@H]2CC[C@@]3(C)C(C2)=CC[C@]2([H])[C@]3([H])CC[C@]3(C)[C@]([H])(CC[C@@]23[H])[C@H](C)\C=C\[C@@H](CC)C(C)C)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O		
CHEBI:68591	eurysterol A sulfonic acid		C27H46O7S	514.71500	[H][C@@]1(CC[C@]2([H])[C@]1(C)CC[C@]1([H])[C@@]34CC[C@@H](C[C@]3(O)[C@H](O)C[C@@]21OC4)OS(O)(=O)=O)[C@H](C)CCCC(C)C		
CHEBI:68594	eurysterol B sulfonic acid		C27H44O7S	512.69900	[H][C@@]1(CC[C@]2([H])[C@]1(C)CC[C@]1([H])[C@@]34CC[C@@H](C[C@]3(O)[C@H](O)C[C@@]21OC4)OS(O)(=O)=O)[C@H](C)\C=C\CC(C)C		
CHEBI:68598	clathsterol disulfonic acid		C39H66O15S2	839.06200	[H][C@@]12CCC3C[C@H](OS(O)(=O)=O)[C@H](C[C@]3(C)[C@@]1([H])CC[C@]1(C)[C@@]([H])([C@H](C)C(OC(=O)CCC)C(OC(=O)CCC)C(CC)C(C)C)[C@@H](O)[C@H](OC(C)=O)[C@@]21[H])OS(O)(=O)=O		
CHEBI:68634	cortisol phosphate		C21H31O8P	442.43980	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](O)C[C@@]1(C)[C@@]2([H])CC[C@]1(O)C(=O)COP(O)(O)=O		
CHEBI:68637	dexamethasone phosphate		C22H30FO8P	472.44100	[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C		
CHEBI:68642	abiraterone		C24H31NO	349.50900	[H][C@@]12CC=C3C[C@@H](O)CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=CC[C@@]21[H])c1cccnc1		
CHEBI:69018	physalin D		C28H32O11	544.54710	C[C@@]12OC(=O)[C@]3(O)CC[C@H]4[C@@H](C[C@@H](O)[C@@]5(O)CC=CC(=O)[C@]45C)[C@@]45O[C@@]13[C@@H](C4=O)[C@]1(C)C[C@H]2OC(=O)[C@@H]1CO5		
CHEBI:69020	physalin G		C28H30O10	526.53180	C[C@@]12OC(=O)[C@]3(O)CC[C@H]4[C@@H](C[C@H](O)C5=CC=CC(=O)[C@]45C)[C@@]45O[C@@]13[C@@H](C4=O)[C@]1(C)C[C@H]2OC(=O)[C@@H]1CO5		
CHEBI:69106	withalongolide A		C28H38O7	486.59710	C[C@@H]([C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]44[C@@H](O)C=CC(=O)[C@]4(CO)[C@H]3CC[C@]12C)[C@H]1CC(C)=C(CO)C(=O)O1		
CHEBI:69107	withalongolide B		C28H38O6	470.59770	C[C@@H]([C@H]1CC[C@H]2[C@@H]3C[C@H]4O[C@]44[C@@H](O)C=CC(=O)[C@]4(CO)[C@H]3CC[C@]12C)[C@H]1CC(C)=C(C)C(=O)O1		
