ID	NAME	SECONDARY ID	FORMULA	MASS	SMILES	PDB ACCESSION
CHEBI:34153	12alpha-hydroxyprogesterone		C21H30O3	330.46110	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])C[C@H](O)[C@]1(C)[C@H](CC[C@@]21[H])C(C)=O		
CHEBI:34859	mytatrienediol		C20H28O3	316.43452	[H][C@]12CC[C@]3(C)[C@@H](O)[C@@](C)(O)C[C@@]3([H])[C@]1([H])CCc1cc(OC)ccc21		
CHEBI:35343	17beta-hydroxy steroid	CHEBI:19176; CHEBI:794	C18H29OR	261.423	CC12CCC3C(CCC4CCCCC34[*])C1CC[C@@H]2O		
CHEBI:35346	11beta-hydroxy steroid	CHEBI:19134; CHEBI:738; CHEBI:13774	C19H31OR	275.450	C12(CCCCC1CCC3C2[C@H](CC4(C3CCC4*)C)O)C		
CHEBI:35348	3beta-sterol	CHEBI:1725; CHEBI:13609; CHEBI:1726; CHEBI:20248	C19H31OR	275.450	C12C(C3C(C(CC3)*)(C)CC1)CCC4C2(CC[C@@H](C4)O)C		
CHEBI:35349	7beta-hydroxy steroid	CHEBI:2297; CHEBI:13202; CHEBI:20802	C19H31OR	275.450	C12C(C3C(C(CC3)*)(C)CC1)[C@H](CC4C2(CCCC4)C)O		
CHEBI:35509	androstane		C19H32	260.45738	[H][C@@]12CCC3CCCC[C@]3(C)[C@@]1([H])CC[C@]1(C)CCC[C@@]21[H]		
CHEBI:35512	ergostane		C28H50	386.69660	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4CCCC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@H](C)C(C)C		
CHEBI:35515	5alpha-cholestane	CHEBI:20650	C27H48	372.67002	[H][C@]12CCCC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])CC2)[C@H](C)CCCC(C)C		
CHEBI:35516	cholestane		C27H48	372.67002	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4CCCC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C		
CHEBI:35517	5beta-cholestane		C27H48	372.67002	[H][C@@]12CCCC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])CC2)[C@H](C)CCCC(C)C		
CHEBI:35518	campestane		C28H50	386.69660	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4CCCC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](C)C(C)C		
CHEBI:35519	cholane		C24H42	330.59028	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4CCCC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC		
CHEBI:35525	5alpha-gonane		C17H28	232.40422	[H][C@]12CCCC[C@]1([H])[C@@]1([H])CC[C@]3([H])CCC[C@@]3([H])[C@]1([H])CC2		
CHEBI:35527	5beta-gonane		C17H28	232.40422	[H][C@@]12CCCC[C@]1([H])[C@@]1([H])CC[C@]3([H])CCC[C@@]3([H])[C@]1([H])CC2		
CHEBI:35528	gonane		C17H28	232.40422	[H][C@@]12CCC[C@@]1([H])[C@]1([H])CCC3CCCC[C@]3([H])[C@@]1([H])CC2		
CHEBI:35534	5alpha-furostan		C27H46O	386.65354	[H][C@]12CCCC[C@]1(C)[C@@]1([H])CC[C@@]3(C)[C@@]([H])(C[C@]4([H])OC(CCC(C)C)[C@@H](C)[C@]34[H])[C@]1([H])CC2		
CHEBI:35535	(25R)-5beta-spirostan		C27H44O2	400.63706	[H][C@@]1(C)CC[C@@]2(OC1)O[C@@]1([H])C[C@@]3([H])[C@]4([H])CC[C@]5([H])CCCC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@@H]2C		
CHEBI:35537	(25S)-5beta-spirostan		C27H44O2	400.63706	[H][C@]1(C)CC[C@@]2(OC1)O[C@@]1([H])C[C@@]3([H])[C@]4([H])CC[C@]5([H])CCCC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@@H]2C		
CHEBI:35538	5alpha-spirostan		C27H44O2	400.63706	[H][C@]12CCCC[C@]1(C)[C@@]1([H])CC[C@@]3(C)[C@@]([H])(C[C@]4([H])O[C@]5(CCC(C)CO5)[C@@H](C)[C@]34[H])[C@]1([H])CC2		
CHEBI:35539	(25R)-5alpha-spirostan		C27H44O2	400.63706	[H][C@]12CCCC[C@]1(C)[C@@]1([H])CC[C@@]3(C)[C@@]([H])(C[C@]4([H])O[C@]5(CC[C@@H](C)CO5)[C@@H](C)[C@]34[H])[C@]1([H])CC2		
CHEBI:35651	cevane		C27H45N	383.65294	[H][C@@]12CC[C@H](C)CN1C[C@]1([H])[C@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@]5([H])CCCC[C@]5(C)[C@@]4([H])C[C@@]13[H])[C@H]2C		
CHEBI:35655	conanine		C22H37N	315.53592	[H][C@]12CC[C@@]3([H])[C@]4([H])CCC5CCCC[C@]5(C)[C@@]4([H])CC[C@]13CN(C)[C@H]2C		
CHEBI:35915	sterol ester	CHEBI:9269; CHEBI:13220; CHEBI:9268; CHEBI:15115; CHEBI:18213; CHEBI:26770; CHEBI:26772	C20H30O2R2	302.452	C12C(C3C(C(CC3)*)(C)CC1)CCC4C2(CCC(C4)OC(*)=O)C		
CHEBI:36238	5beta-cholanic acid		C24H40O2	360.57320	[H][C@@]12CCCC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])CC2)[C@H](C)CCC(O)=O		
CHEBI:36239	5alpha-cholanic acid		C24H40O2	360.57320	[H][C@]12CCCC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])CC2)[C@H](C)CCC(O)=O		
CHEBI:36273	sodium glycocholate		C26H42NNaO6	487.60459	[Na+].[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCC([O-])=O		
CHEBI:36274	glycochenodeoxycholic acid	CHEBI:5463; CHEBI:41520; CHEBI:3591	C26H43NO5	449.62336	[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])CC[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCC(O)=O		
CHEBI:36276	sodium taurocholate		C26H44NNaO7S	537.68587	[Na+].[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(=O)NCCS([O-])(=O)=O		
CHEBI:36412	19-norandrosterone		C18H28O2	276.41372	[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)C(=O)CC[C@@]34[H])[C@@]1([H])CC[C@@H](O)C2		
CHEBI:36488	dammarane		C30H54	414.74980	[H][C@@]1(CC[C@]2(C)[C@]1([H])CC[C@]1([H])[C@@]3(C)CCCC(C)(C)[C@]3([H])CC[C@@]21C)[C@H](C)CCCC(C)C		
CHEBI:36835	3alpha-hydroxy steroid	CHEBI:71194	C19H31OR	275.450	C12C(C3C(C(CC3)*)(C)CC1)CCC4C2(CC[C@H](C4)O)C		
CHEBI:36836	3beta-hydroxy steroid	CHEBI:71195	C19H31OR	275.450	C12C(C3C(C(CC3)*)(C)CC1)CCC4C2(CC[C@@H](C4)O)C		
CHEBI:36843	7alpha-hydroxy steroid		C19H31OR	275.450	CC12CCC3C(C1CCC2[*])[C@H](O)CC1CCCCC31C		
CHEBI:37451	3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid	CHEBI:4908; CHEBI:24007	C25H38O8	466.56442	[H][C@]12CC[C@@]3([H])[C@]4([H])CCC(=O)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC[C@H](C2)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O		
CHEBI:37894	5alpha-androst-16-en-3-one		C19H28O	272.42502	[H][C@@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)C=CC[C@@]34[H])[C@@]1(C)CCC(=O)C2		
CHEBI:42156	17-epiestriol		C18H24O3	288.382	C12=CC=C(C=C1CC[C@@]3([C@@]2(CC[C@]4([C@]3(C[C@H]([C@H]4O)O)[H])C)[H])[H])O		
CHEBI:42977	25-hydroxycholesterol	CHEBI:37616; CHEBI:42972	C27H46O2	402.65294	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)(C)O		
CHEBI:42989	7beta-hydroxycholesterol	CHEBI:35351; CHEBI:42983	C27H46O2	402.65294	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C		
CHEBI:46900	cholesteryl octadec-9-enoate		C45H78O2	651.09962	[H]C(CCCCCCCC)=C([H])CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(C1)=CC[C@]1([H])[C@]2([H])CC[C@]2(C)[C@]([H])(CC[C@@]12[H])[C@H](C)CCCC(C)C		
CHEBI:46903	cholesteryl octadeca-9,12-dienoate		C45H76O2	649.08374	[H]C(CCCCC)=C([H])CC([H])=C([H])CCCCCCCC(=O)O[C@H]1CC[C@@]2(C)C(C1)=CC[C@]1([H])[C@]2([H])CC[C@]2(C)[C@]([H])(CC[C@@]12[H])[C@H](C)CCCC(C)C		
CHEBI:47214	(23S)-23,25-dihydroxycalciol		C27H44O3	416.63646	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)C[C@H](O)CC(C)(C)O		
CHEBI:47786	16-oxo steroid	CHEBI:770; CHEBI:13583; CHEBI:19161	C19H29OR	273.434	C12C(C3C(C(C(C3)=O)*)(C)CC1)CCC4C2(CCCC4)C		
CHEBI:47787	11-oxo steroid	CHEBI:725; CHEBI:13773; CHEBI:19127	C19H29OR	273.434	C12(CCCCC1CCC3C2C(CC4(C3CCC4*)C)=O)C		
CHEBI:47788	3-oxo steroid	CHEBI:1653; CHEBI:13607; CHEBI:20182; CHEBI:71186	C19H29OR	273.434	C12C(C3C(C(CC3)*)(C)CC1)CCC4C2(CCC(C4)=O)C		
CHEBI:47789	7-oxo steroid	CHEBI:2283; CHEBI:13618; CHEBI:20796	C19H29OR	273.434	C12C(C3C(C(CC3)*)(C)CC1)C(CC4C2(CCCC4)C)=O		
CHEBI:47799	calcitetrol		C27H44O4	432.63586	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CC[C@@H](O)C(C)(C)O		
CHEBI:47803	(23S)-23,25,26-trihydroxycalciol		C27H44O4	432.63586	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)C[C@H](O)CC(C)(O)CO		
CHEBI:47824	(1S)-1-hydroxy-23,24-didehydro-25,26,27-trinorcalciol		C24H36O2	356.54144	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CC=C		
CHEBI:47828	calcitroic acid		C23H34O4	374.51366	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CC(O)=O		
CHEBI:47834	(23S,25R)-23,25,26-trihydroxycalciol		C27H44O4	432.63586	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)C[C@H](O)C[C@@](C)(O)CO		
CHEBI:47907	3-oxo-Delta(5)-steroid	CHEBI:136846; CHEBI:13605; CHEBI:1627; CHEBI:20158	C19H27OR	271.418	C12C(C3C(C(CC3)*)(C)CC1)CC=C4C2(CCC(C4)=O)C		
CHEBI:50593	3-dehydro-4-methylzymosterol		C28H44O	396.64836	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC=C(C)C)[C@@]1(C)CCC(=O)C2C		
CHEBI:50815	norgestimate		C23H31NO3	369.49718	[H][C@]12CCC(\C=C1CC[C@]1([H])[C@]2([H])CC[C@@]2(CC)[C@@]1([H])CC[C@@]2(OC(C)=O)C#C)=N/O		
CHEBI:52320	ergosteryl ester		C29H43O2R	423.65050	[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC([*])=O)[C@H](C)\C=C\[C@H](C)C(C)C		
CHEBI:52321	fecosterol ester		C29H45O2R	425.66640	CC(C)C(=C)CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@@H](C[C@@H]1CC3)OC([*])=O		
CHEBI:52322	zymosterol ester		C28H43O2R	411.63980	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC=C(C)C)[C@@]1(C)CC[C@@H](C2)OC([*])=O		
CHEBI:52375	episteryl oleate		C46H78O2	663.11030	[H][C@@]12CC=C3[C@]4([H])CC[C@]([H])([C@H](C)CCC(=C)C(C)C)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CC[C@@H](C2)OC(=O)CCCCCCC\C=C/CCCCCCCC		
CHEBI:52376	episteryl palmitoleate		C44H74O2	635.05720	[H][C@@]12CC=C3[C@]([H])(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@@H](C2)OC(=O)CCCCCCC\C=C/CCCCCC		
CHEBI:52379	fecosteryl oleate		C46H78O2	663.11030	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@@H](C2)OC(=O)CCCCCCC\C=C/CCCCCCCC		
CHEBI:52380	fecosteryl palmitoleate		C44H74O2	635.05720	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@@H](C2)OC(=O)CCCCCCC\C=C/CCCCCC		
CHEBI:52384	zymosteryl oleate		C45H76O2	649.08370	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC=C(C)C)[C@@]1(C)CC[C@@H](C2)OC(=O)CCCCCCC\C=C/CCCCCCCC		
CHEBI:52385	zymosteryl palmitoleate		C43H72O2	621.03060	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC=C(C)C)[C@@]1(C)CC[C@@H](C2)OC(=O)CCCCCCC\C=C/CCCCCC		
CHEBI:52386	zymosterol intermediate 2		C27H42O	382.62180	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC=C(C)C)[C@@]1(C)CCC(=O)C2		
CHEBI:52393	episterol ester		C29H45O2R	425.66640	[H][C@@]12CC=C3C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC(=C)C(C)C)[C@@]1(C)CC[C@@H](C2)OC([*])=O		
CHEBI:52394	lanosteryl ester		C31H49O2R	453.71960	[H][C@@]1(CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](OC([*])=O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C		
CHEBI:62447	dammara-20,24-diene		C30H50	410.71800	[H][C@@]1(CC[C@]2(C)[C@]1([H])CC[C@]1([H])[C@@]3(C)CCCC(C)(C)[C@]3([H])CC[C@@]21C)C(=C)CCC=C(C)C		
CHEBI:62672	11alpha-hydroxyprogesterone 11-glucosiduronic acid		C27H38O9	506.58520	[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])[C@@H](C[C@]1(C)[C@H](CC[C@@]21[H])C(C)=O)O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O		
CHEBI:62845	4-hydroxy-17beta-estradiol	CHEBI:34424	C18H24O3	288.38140	[H][C@]12CC[C@]3(C)[C@@H](O)CC[C@@]3([H])[C@]1([H])CCc1c(O)c(O)ccc21		
CHEBI:62847	6alpha-hydroxy-17beta-estradiol		C18H24O3	288.38140	[H][C@]12CC[C@]3(C)[C@@H](O)CC[C@@]3([H])[C@]1([H])C[C@H](O)c1cc(O)ccc21		
CHEBI:62848	11beta-hydroxy-17beta-estradiol		C18H24O3	288.38140	[H][C@@]12CCc3cc(O)ccc3[C@@]1([H])[C@@H](O)C[C@]1(C)[C@@H](O)CC[C@@]21[H]		
CHEBI:62849	16-estratetraen-3-ol		C18H22O	254.36670	[H][C@]12CC[C@]3(C)C=CC[C@@]3([H])[C@]1([H])CCc1cc(O)ccc21		
CHEBI:62850	6,7-didehydro-17beta-estradiol		C18H22O2	270.36610	[H][C@]12CC[C@]3(C)[C@@H](O)CC[C@@]3([H])[C@]1([H])C=Cc1cc(O)ccc21		
CHEBI:62851	7,8-didehydro-17beta-estradiol		C18H22O2	270.36610	[H][C@]12CC[C@]3(C)[C@@H](O)CC[C@@]3([H])C1=CCc1cc(O)ccc21		
CHEBI:63841	4-methylzymosterol		C28H46O	398.66420	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC=C(C)C)[C@@]1(C)CC[C@H](O)C2C		
CHEBI:63906	cholest-5-en-3-one		C27H44O	384.63770	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C		
CHEBI:63911	(24S)-1alpha,24,25-trihydroxyvitamin D3		C27H44O4	432.63590	[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)CC[C@H](O)C(C)(C)O		
CHEBI:64966	3-dehydro-4-carboxyzymosterol		C28H42O3	426.63130	[H][C@@]12CCC3=C(CC[C@]4(C)[C@]([H])(CC[C@@]34[H])[C@H](C)CCC=C(C)C)[C@@]1(C)CCC(=O)C2C(O)=O		
CHEBI:64971	ergosta-5,7,22,24(28)-tetraen-3beta-yl acetate		C30H44O2	436.66920	[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(C)=O)[C@H](C)\C=C\C(=C)C(C)C		
CHEBI:65534	22alpha-methoxy-3-beta-O-{beta-D-Xylp(1->3)-[beta-D-Glcp-(1->2)]-beta-D-Glcp-(1->4)-beta-D-Glcp}-furost-3beta,26-diol 26-O-beta-D-Glcp		C57H96O28	1229.35530	[H][C@]12C[C@@]3([H])[C@]4([H])CCC5C[C@H](CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@](CCC(C)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)(OC)O2)O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O		
CHEBI:65999	halosterol B		C29H48O2	428.69020	[H][C@@]1(CC[C@@]2([H])[C@]3([H])C=CC4=C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)[C@H](O)C[C@@H](CC)C(C)C		
CHEBI:66023	hookerianamide K		C25H42N2	370.61440	[H][C@@]1(CC=C2[C@]3([H])CCC4=C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)N(C)C)[C@H](C)N(C)C		
CHEBI:66343	(22S,24R)-3alpha-ureido-ergosta-4,6,8(14),22-tetraene		C29H44N2O	436.67250	CC(C)[C@@H](C)\C=C\[C@@H](C)[C@H]1CCC2=C3C=CC4=C[C@@H](CC[C@]4(C)[C@H]3CC[C@]12C)NC(N)=O		
CHEBI:68389	(22E)-19-norcholesta-1,3,5(10),22-tetraen-3-ol		C26H38O	366.57930	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCc4cc(O)ccc4[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\CC(C)C		
CHEBI:68390	(22E)-19,24-dinorcholesta-1,3,5(10),22-tetraen-3-ol		C25H36O	352.55270	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCc4cc(O)ccc4[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\C(C)C		
CHEBI:68391	(22E)-24,26-cyclo-19-norcholesta-1,3,5(10),22-tetraen-3-ol		C26H36O	364.56340	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCc4cc(O)ccc4[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\C1CC1C		
CHEBI:68392	24-methylene-19-norcholesta-1,3,5(10)-trien-3-ol		C27H40O	380.60590	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCc4cc(O)ccc4[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=C)C(C)C		
CHEBI:68393	(22E,24S)-24-methyl-19-norcholesta-1,3,5(10),22-tetraen-3-ol		C27H40O	380.60590	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCc4cc(O)ccc4[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@@H](C)C(C)C		
CHEBI:68394	(22E,24R)-24-methyl-19-norcholesta-1,3,5(10),22-tetraen-3-ol		C27H40O	380.60590	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCc4cc(O)ccc4[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@H](C)C(C)C		
CHEBI:68397	19-norcholesta-1,3,5(10)-trien-3-ol		C26H40O	368.59520	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCc4cc(O)ccc4[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C		
CHEBI:68834	dehydroisoandrosterone 3-glucuronide		C25H36O8	464.54850	[H][C@@]12CC=C3C[C@H](CC[C@]3(C)[C@@]1([H])CC[C@]1(C)C(=O)CC[C@@]21[H])O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O		
CHEBI:69432	fungisterol		C28H48O	400.68010	CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:69433	beta-sitosterol 3-O-acetate		C31H52O2	456.74340	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O)C(C)C		
CHEBI:69434	stigmasterol 3-O-acetate		C31H50O2	454.72750	CC[C@H](\C=C\[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O)C(C)C		
CHEBI:71550	lathosterone		C27H44O	384.63770	[H][C@@]12CC=C3[C@]4([H])CC[C@]([H])([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@]3([H])[C@@]1(C)CCC(=O)C2		
CHEBI:73201	17alpha-(N-acetyl-alpha-D-glucosaminyl)estradiol 3-glucuronoside		C32H45NO13	651.69860	[H][C@]12CC[C@]3(C)[C@@H](CC[C@@]3([H])[C@]1([H])CCc1cc(O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)ccc21)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O		
CHEBI:73910	cholesteryl (7Z,10Z,13Z,16Z,19Z)-docosapentaenoate	CHEBI:84364	C49H78O2	699.14240	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C		
CHEBI:74102	cholesteryl (4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoate		C49H76O2	697.12650	CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C		
CHEBI:74103	CE(22:6)		C49H76O2	697.128	C1[C@@]2([C@]3(CC[C@]4([C@]([C@@]3(CC=C2C[C@H](C1)OC(=O)*)[H])(CC[C@@]4([C@H](C)CCCC(C)C)[H])[H])C)[H])C		
CHEBI:74686	(25S)-5alpha-spirostan		C27H44O2	400.63710	[H][C@]12CCCC[C@]1(C)[C@@]1([H])CC[C@@]3(C)[C@@]([H])(C[C@]4([H])O[C@]5(CC[C@H](C)CO5)[C@@H](C)[C@]34[H])[C@]1([H])CC2		
CHEBI:78242	cholesteryl acetate		C29H48O2	428.69020	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(C)=O		
CHEBI:78726	25-azacoprostane		C26H47N	373.65810	C[C@H](CCCN(C)C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:79756	3-(allyloxy)estra-1,3,5(10)-triene-16alpha,17beta-diol		C21H28O3	328.44520	C[C@]12CC[C@H]3[C@@H](CCc4cc(OCC=C)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O		
CHEBI:79763	estra-1,3,5(10)-triene-3,16beta-diol		C18H24O2	272.38200	C[C@@]12C[C@@H](O)C[C@H]1[C@@H]1CCc3cc(O)ccc3[C@H]1CC2		
CHEBI:79764	3-methoxyestra-1,3,5(10)-trien-16beta-ol		C19H26O2	286.40850	COc1ccc2[C@H]3CC[C@]4(C)C[C@@H](O)C[C@H]4[C@@H]3CCc2c1		
CHEBI:79765	A-norpregn-3(5)-ene-2,20-dione		C20H28O2	300.43510	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:79766	17beta-hydroxy-5alpha-androstane acetate		C21H34O2	318.49350	CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CCCC[C@]4(C)[C@H]3CC[C@]12C		
CHEBI:82750	cholesteryl stearate		C45H80O2	653.11550	CCCCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C		
CHEBI:82751	cholesteryl arachidonate		C47H76O2	673.10510	CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CC=C2C1)[C@H](C)CCCC(C)C		
CHEBI:83147	15alpha-hydroxy steroid		C19H31OR	275.450	CC12CCC3C(CCC4CCCCC34C)C1[C@@H](O)CC2[*]		
